rating,star,title,quote,writer,director,link,year,genre
8.6,"吉娜·戴维斯,苏珊·萨兰登,哈威·凯特尔",末路狂花 Thelma & Louise,没有了退路，只好飞向自由。,卡莉·克里,雷德利·斯科特,http://www.imdb.com/title/tt0103074,1991,"剧情,惊悚,犯罪"
8.3,"杰克·吉伦哈尔,维拉·法米加,米歇尔·莫纳汉",源代码 Source Code,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,本·雷普利,邓肯·琼斯,http://www.imdb.com/title/tt0945513,2011,"剧情,动作,科幻,惊悚,犯罪"
8.9,"汤姆·哈迪,乔尔·埃哲顿,尼克·诺特",勇士 Warrior,热血沸腾，相当完美的娱乐拳击大餐。,"加文·欧康诺,Anthony Tambakis",加文·欧康诺,"http://www.warriorfilm.com/,http://www.imdb.com/title/tt1291584",2011,"剧情,家庭,运动"
8.5,"李晋纬,林海峰,吴君如",麦兜故事 麥兜故事,麦兜是一只很哲学的猪。 ,"谢立文,麦家碧",袁建滔,http://www.imdb.com/title/tt0312941,2001,"剧情,喜剧,动画"
8.9,"凯文·科斯特纳,玛丽·麦克唐纳,格雷厄姆·格林",与狼共舞 Dances with Wolves,充满诗意与情怀的史诗作品。 ,迈克尔·布雷克,凯文·科斯特纳,http://www.imdb.com/title/tt0099348,1990,"剧情,西部,冒险"
8.8,"梁正晖,邱岳峰,毕克",哪吒闹海,想你时你在闹海。,王往,"严定宪,王树忱,徐景达",http://www.imdb.com/title/tt0354770,1979,"动画,奇幻,冒险"
8.3,"布拉德·皮特,汤姆·克鲁斯,克斯汀·邓斯特",夜访吸血鬼 Interview with the Vampire: The Vampire Chronicles,弥漫淡淡血腥气的优雅。,安妮·莱斯,尼尔·乔丹,http://www.imdb.com/title/tt0110148,1994,"剧情,惊悚,奇幻"
8.6,"马克西姆·戈达尔,瓦莱丽·勒梅西埃,凯德·麦拉德",巴黎淘气帮 Le petit Nicolas,四百击的反面。,"哥瑞劳瑞·温格纳瑞恩,劳伦·泰拉德",劳伦·泰拉德,http://www.imdb.com/title/tt1264904,2009,"喜剧,家庭,儿童"
8.4,"高山南,佐久间玲,山口胜平",魔女宅急便 魔女の宅急便,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,"宫崎骏,角野荣子",宫崎骏,http://www.imdb.com/title/tt0097814,1989,"动画,奇幻,冒险"
8.4,"格伦·汉塞德,玛可塔·伊尔格洛娃,Alaistair Foley",曾经 Once,有些幸福无关爱情。,约翰·卡尼,约翰·卡尼,"http://www.foxsearchlight.com/once,http://www.imdb.com/title/tt0907657",2006,"剧情,爱情,音乐"
8.3,"周星驰,巩俐,陈百祥",唐伯虎点秋香,华太师是黄霑，吴镇宇四大才子之一。,"李力持,谷德昭,陈文强",李力持,http://www.imdb.com/title/tt0108289,1993,"喜剧,爱情,古装"
8.6,"多姆纳尔·格里森,瑞秋·麦克亚当斯,比尔·奈伊",时空恋旅人 About Time,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。,理查德·柯蒂斯,理查德·柯蒂斯,"http://www.abouttimemovie.com,http://www.imdb.com/title/tt2194499",2013,"剧情,爱情,奇幻"
8.3,"周星驰,张柏芝,莫文蔚",喜剧之王 喜劇之王,我是一个演员。,"曾瑾昌,周星驰,李敏,郑文辉,冯勉恒,梁嘉杰","周星驰,李力持",http://www.imdb.com/title/tt0188766,1999,"剧情,喜剧,爱情"
8.5,"张国荣,张曼玉,刘嘉玲",阿飞正传 阿飛正傳,王家卫是一种风格，张国荣是一个代表。,王家卫,王家卫,http://www.imdb.com/title/tt0101258,1990,"剧情,爱情,犯罪"
8.4,"梁朝伟,张曼玉,潘迪华",花样年华 花樣年華,偷情本没有这样美。,王家卫,王家卫,http://www.imdb.com/title/tt0118694,2000,"剧情,爱情"
8.5,"大卫·李·史密斯,托尼·托德,约翰·比灵斯列",这个男人来自地球 The Man from Earth,科幻真正的魅力不是视觉效果能取代的。 ,杰罗姆·比克斯比,理查德·沙因克曼,http://www.imdb.com/title/tt0756683,2007,"剧情,科幻"
8.5,"亨利·托马斯,迪·沃伦斯,罗伯特·麦克纳夫顿",E.T. 外星人 E.T.: The Extra-Terrestrial,生病的E.T.皮肤的颜色就像柿子饼。,梅丽莎·马西森,史蒂文·斯皮尔伯格,http://www.imdb.com/title/tt0083866,1982,"剧情,科幻,奇幻,冒险"
8.2,"吉约姆·卡内,玛丽昂·歌迪亚,蒂博•费尔哈格",两小无猜 Jeux d'enfants,"Love me, if you dare. ",杨·塞谬尔,杨·塞谬尔,http://www.imdb.com/title/tt0364517,2003,"剧情,喜剧,爱情"
8.4,"约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦",变脸 Face/Off,当发哥的风衣、墨镜出现在了凯奇身上⋯⋯,"迈克尔·科拉里,麦克·韦柏",吴宇森,http://www.imdb.com/title/tt0119094,1997,"动作,犯罪"
8.4,"娜奥米·沃茨,劳拉·哈灵,安·米勒",穆赫兰道 Mulholland Dr.,大卫·林奇的梦境迷宫。,大卫·林奇,大卫·林奇,http://www.imdb.com/title/tt0166924,2001,"剧情,悬疑,惊悚"
8.7,"河正宇,李璟荣,全慧珍",恐怖直播 더 테러 라이브,恐怖分子的“秋菊打官司”。,金秉祐,金秉祐,http://www.imdb.com/title/tt2990738,2013,"剧情,悬疑,犯罪"
8.7,"三船敏郎,千秋实,京町子",罗生门 羅生門,人生的N种可能性。,"黑泽明,桥本忍,芥川龙之介",黑泽明,http://www.imdb.com/title/tt0042876,1950,"剧情,悬疑,犯罪"
8.7,"艾伦·伯斯汀,杰瑞德·莱托,詹妮弗·康纳利",梦之安魂曲 Requiem for a Dream,一场没有春天的噩梦。,"达伦·阿伦诺夫斯基,小胡伯特·塞尔比",达伦·阿伦诺夫斯基,http://www.imdb.com/title/tt0180093,2000,剧情
8.7,"埃米尔·赫斯基,马西娅·盖伊·哈登,威廉·赫特",荒野生存 Into the Wild,出门必备：本草纲目。,西恩·潘,西恩·潘,http://www.imdb.com/title/tt0758758,2007,"剧情,传记,冒险"
9.1,"Philippe Labro,雅克·贝汉",迁徙的鸟 Le peuple migrateur,最美的飞翔。,"Francis Roux,雅克·贝汉,Stéphane Durand,Jean Dorst,Guy Jarry","雅克·贝汉, 雅克·克鲁奥德,米歇尔·德巴",http://www.imdb.com/title/tt0301727,2001,纪录片
8.5,"尼古拉斯·凯奇,伊桑·霍克,杰瑞德·莱托",战争之王 Lord of War,做一颗让别人需要你的棋子。,安德鲁·尼科尔,安德鲁·尼科尔,http://www.imdb.com/title/tt0399295,2005,"剧情,犯罪"
8.4,"凯特·温丝莱特,拉尔夫·费因斯,大卫·克劳斯",朗读者 The Reader,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,"戴维·黑尔,本哈德·施林克",史蒂芬·戴德利,http://www.imdb.com/title/tt0976051,2008,"剧情,爱情"
9.0,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔",追随 Following,诺兰的牛逼来源于内心散发出的恐惧。,克里斯托弗·诺兰,克里斯托弗·诺兰,http://www.imdb.com/title/tt0154506,1998,"悬疑,惊悚,犯罪"
8.7,"赵文瑄,归亚蕾,金素梅",喜宴,中国家庭的喜怒哀乐忍。,"李安,詹姆斯·夏慕斯,冯光远",李安,http://www.imdb.com/title/tt0107156,1993,"剧情,喜剧,爱情,同性,家庭"
8.8,"林原惠美,古谷彻,江守彻",红辣椒 パプリカ,梦的勾结。,"水上清资,今敏,筒井康隆",今敏,http://www.imdb.com/title/tt0851578,2006,"科幻,动画,悬疑,惊悚"
8.6,"多布杰,张磊,亓亮",可可西里,坚硬的信仰。,陆川,陆川,http://www.imdb.com/title/tt0386651,2004,剧情
8.8,"佐仓绫音,内山昂辉",萤火之森 蛍火の杜へ,触不到的恋人。,绿川幸,大森贵弘,"http://www.hotarubi.info,http://www.imdb.com/title/tt2061702",2011,"剧情,爱情,动画,奇幻"
9.0,"凯文·科斯特纳,劳拉·邓恩,克林特·伊斯特伍德",完美的世界 A Perfect World,坏人的好总是比好人的好来得更感人。,约翰·李·汉考克,克林特·伊斯特伍德,http://www.imdb.com/title/tt0107808,1993,"剧情,犯罪"
8.6,"海利·乔·奥斯蒙,弗兰西丝·奥康纳,山姆·洛巴兹",人工智能 Artificial Intelligence: AI,对爱的执着，可以超越一切。,"Ian Watson,史蒂文·斯皮尔伯格",史蒂文·斯皮尔伯格,"http://aimovie.warnerbros.com/,http://www.imdb.com/title/tt0212720",2001,"剧情,科幻,冒险"
8.9,"西恩·潘,达科塔·范宁,米歇尔·菲佛",我是山姆 I Am Sam,爱并不需要智商 。,"杰茜·尼尔森,克里斯汀·约翰逊",杰茜·尼尔森,http://www.imdb.com/title/tt0277027,2001,"剧情,家庭"
8.4,"凯拉·奈特莉,马修·麦克费登,唐纳德·萨瑟兰",傲慢与偏见 Pride & Prejudice,爱是摈弃傲慢与偏见之后的曙光。,"黛博拉·莫盖茨,简·奥斯汀",乔·赖特,http://www.imdb.com/title/tt0414387,2005,"剧情,爱情"
8.5,"水桥研二,近藤好美 ,尾上绫华",秒速5厘米 秒速5センチメートル,青春就是放弃和怀念。,新海诚,新海诚,"http://www.cwfilms.jp/5cm/,http://www.imdb.com/title/tt0983213",2007,"剧情,爱情,动画"
8.5,"娜塔莉·波特曼,米拉·库尼斯,薇诺娜·瑞德",黑天鹅 Black Swan,黑暗之美。,"安德雷斯·海因斯,马克·海曼,约翰·J·麦克劳克林",达伦·阿伦诺夫斯基,http://www.imdb.com/title/tt0947798,2010,"剧情,惊悚"
8.8,"唐·钱德尔,苏菲·奥康内多,杰昆·菲尼克斯",卢旺达饭店 Hotel Rwanda,当这个世界闭上双眼，他却敞开了怀抱。,"凯尔·皮尔森,特瑞·乔治",特瑞·乔治,"http://www.mgm.com/ua/hotelrwanda/main.html,http://www.imdb.com/title/tt0395169",2004,"剧情,历史,战争"
8.5,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特",哈利·波特与魔法石 Harry Potter and the Sorcerer's Stone,童话世界的开端。,"斯蒂芬·科洛弗,J·K·罗琳",克里斯·哥伦布,"http://www.harrypotter.co.uk,http://www.imdb.com/title/tt0241527",2001,"奇幻,冒险"
8.8,"阿萨·巴特菲尔德,维拉·法米加,大卫·休里斯",穿条纹睡衣的男孩 The Boy in the Striped Pajamas,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,"马克·赫尔曼,约翰·伯恩",马克·赫尔曼,http://www.imdb.com/title/tt0914798,2008,"剧情,战争"
8.5,"张国荣,王祖贤,午马",倩女幽魂,两张绝世的脸。 ,阮继志,程小东,http://www.imdb.com/title/tt0093978,1987,"剧情,爱情,武侠,古装"
8.6,"约翰·古德曼,比利·克里斯托,玛丽·吉布斯","怪兽电力公司 Monsters, Inc.",不要给它起名字，起了名字就有感情了。,"安德鲁·斯坦顿,丹尼尔·吉尔森,罗伯特·L·贝尔德,Rhett Reese,乔纳森·罗伯特 ,彼特·道格特,Jill Culton,Jeff Pidgeon,拉夫·埃格尔斯顿","彼特·道格特,大卫·斯沃曼,李·昂克里奇","http://www.monstersinc.com,http://www.imdb.com/title/tt0198781",2001,"喜剧,动画,儿童,奇幻"
8.5,"戴夫·帕特尔,芙蕾达·平托,亚尼·卡普",贫民窟的百万富翁 Slumdog Millionaire,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁,"西蒙·博福伊,维卡斯·史瓦卢普","丹尼·博伊尔,洛芙琳·坦丹","http://www.foxsearchlight.com/slumdogmillionaire/,http://www.imdb.com/title/tt1010048",2008,"剧情,爱情"
9.1,"查理·卓别林,宝莲·高黛,亨利·伯格曼",摩登时代 Modern Times,大时代中的人生，小人物的悲喜。,查理·卓别林,查理·卓别林,http://www.imdb.com/title/tt0027977,1936,"剧情,喜剧,爱情"
8.7,"北野武,关口雄介,岸本加世子",菊次郎的夏天 菊次郎の夏,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,北野武,北野武,http://www.imdb.com/title/tt0199683,1999,"剧情,喜剧"
9.1,"三船敏郎,志村乔,稻叶义男",七武士 七人の侍,时代悲歌。,"黑泽明,小国英雄,桥本忍",黑泽明,http://www.imdb.com/title/tt0047478,1954,"剧情,动作,冒险"
8.6,"莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯",猫鼠游戏 Catch Me If You Can,骗子大师和执著警探的你追我跑故事。 ,杰夫·内桑森,史蒂文·斯皮尔伯格,http://www.imdb.com/title/tt0264464,2002,"剧情,传记,犯罪"
8.5,"希斯·莱杰,杰克·吉伦哈尔,米歇尔·威廉姆斯",断背山 Brokeback Mountain,每个人心中都有一座断背山。,"拉里·麦克穆特瑞,Diana Ossana,安妮·普鲁",李安,"http://www.brokebackmountain.com,http://www.imdb.com/title/tt0388795",2005,"剧情,爱情,同性,家庭"
8.5,"史蒂夫·卡瑞尔,杰森·席格尔,拉塞尔·布兰德",神偷奶爸 Despicable Me,Mr. I Don't Care其实也有Care的时候。,"肯·达里奥,塞尔吉奥·帕布洛,辛科·保罗","皮艾尔·柯芬,克里斯·雷纳德","http://www.despicableme.com,http://www.imdb.com/title/tt1323594",2010,"喜剧,动画,儿童"
8.5,"休·格兰特,科林·费尔斯,艾玛·汤普森",真爱至上 Love Actually,爱，是个动词。,理查德·柯蒂斯,理查德·柯蒂斯,"http://www.loveactually.com/,http://www.imdb.com/title/tt0314331",2003,"剧情,喜剧,爱情"
8.7,"艾德里安·布洛迪,克里斯蒂娜·亨德里克斯,詹姆斯·凯恩",超脱 Detachment,穷尽一生，我们要学会的，不过是彼此拥抱。,卡尔·隆德,托尼·凯耶,"http://detachment-film.com,http://www.imdb.com/title/tt1683526",2011,剧情
8.6,"汤姆·汉克斯,凯瑟琳·泽塔-琼斯,斯坦利·图齐",幸福终点站 The Terminal,有时候幸福需要等一等。 ,"Sacha Gervasi,Jeff Nathanson,安德鲁·尼科尔",史蒂文·斯皮尔伯格,http://www.imdb.com/title/tt0362227,2004,"剧情,喜剧,爱情"
9.1,"薛景求,严志媛,李来",素媛 소원,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,"金智慧,赵重勋",李濬益,"http://www.wish-movie.kr,http://www.imdb.com/title/tt3153634",2013,"剧情,家庭"
8.9,"路易·德·菲耐斯,布尔维尔,Claudio Brook",虎口脱险 La grande vadrouille,永远看不腻的喜剧。,"Marcel Jullian,杰拉尔·乌里,达妮埃尔·汤普森",杰拉尔·乌里,http://www.imdb.com/title/tt0060474,1966,"喜剧,战争"
8.6,"莱昂纳多·迪卡普里奥,马克·鲁弗洛,本·金斯利",禁闭岛 Shutter Island,昔日翩翩少年，今日大腹便便。,"莱塔·卡罗格里迪斯,丹尼斯·勒翰",马丁·斯科塞斯,http://www.imdb.com/title/tt1130884,2010,"剧情,悬疑,惊悚"
8.6,"约翰·库萨克,雷·利奥塔,阿曼达·皮特",致命ID Identity,最不可能的那个人永远是最可能的。,Michael Cooney,詹姆斯·曼高德,http://www.imdb.com/title/tt0309698,2003,"剧情,悬疑,惊悚"
9.2,"邱岳峰,富润生,毕克",大闹天宫,经典之作，历久弥新。,"李克弱,万籁鸣","万籁鸣,唐澄",http://www.imdb.com/title/tt0059855,1961,"动画,奇幻"
8.7,"黎明,张曼玉,杨恭如",甜蜜蜜,逢只要一瞬间，等待却像是一辈子。,岸西,陈可辛,http://www.imdb.com/title/tt0117905,1996,"剧情,爱情"
8.7,"梁朝伟,张国荣,张震",春光乍泄 春光乍洩,爱情纠缠，男女一致。,王家卫,王家卫,http://www.imdb.com/title/tt0118845,1997,"剧情,爱情,同性"
8.8,"辰己努,白石绫乃,志乃原良子",萤火虫之墓 火垂るの墓,幸福是生生不息，却难以触及的远。 ,"高畑勋,野坂昭如",高畑勋,http://www.imdb.com/title/tt0095327,1988,"剧情,动画,战争"
8.6,"林青霞,金城武,梁朝伟",重庆森林 重慶森林,寂寞没有期限。,王家卫,王家卫,http://www.imdb.com/title/tt0109424,1994,"剧情,爱情"
8.9,"亚历桑德雷·罗德里格斯,Leandro Firmino,菲利佩·哈根森",上帝之城 Cidade de Deus,被上帝抛弃了的上帝之城。,"布罗里欧·曼托伐尼,Paulo Lins","卡迪亚·兰德,费尔南多·梅里尔斯",http://www.imdb.com/title/tt0317248,2002,"剧情,犯罪"
8.7,"夏雨,宁静,陶虹",阳光灿烂的日子,一场华丽的意淫。,"姜文,王朔",姜文,http://www.imdb.com/title/tt0111786,1994,剧情
8.8,"沈恩京,闵孝琳,姜素拉",阳光姐妹淘 써니,再多各自牛逼的时光，也比不上一起傻逼的岁月。 ,姜炯哲,姜炯哲,http://www.imdb.com/title/tt1937339,2011,"剧情,喜剧"
9.1,"宋康昊,吴达洙,金英爱",辩护人 변호인,电影的现实意义大过电影本身。,"杨宇硕,Hyeon-ho Yoon",杨宇硕,"http://www.lawyersong.kr,http://www.imdb.com/title/tt3404140",2013,剧情
8.7,"马特·达蒙,罗宾·威廉姆斯,本·阿弗莱克",心灵捕手 Good Will Hunting,人生中应该拥有这样的一段豁然开朗。,"本·阿弗莱克,马特·达蒙",格斯·范·桑特,http://www.imdb.com/title/tt0119217,1997,剧情
8.6,"莫妮卡·贝鲁奇,圭塞佩·苏尔法罗,Luciano Federico",西西里的美丽传说 Malèna,美丽无罪。,"朱塞佩·托纳多雷,卢西亚诺·文森佐尼",朱塞佩·托纳多雷,http://www.imdb.com/title/tt0213847,2000,"剧情,情色,战争"
9.1,"Amir Farrokh Hashemian,默罕默德·阿米尔·纳吉,Bahare Seddiqi",小鞋子 بچههای آسمان,奔跑的孩子是天使。,马基德·马基迪,马基德·马基迪,"http://www.cinemajidi.com/children/,http://www.imdb.com/title/tt0118849",1997,"剧情,家庭,儿童"
8.9,"中谷美纪,瑛太,香川照之",被嫌弃的松子的一生 嫌われ松子の一生,以戏谑来戏谑戏谑。,"中岛哲也,山田宗树",中岛哲也,http://www.imdb.com/title/tt0768120,2006,"剧情,歌舞"
8.8,"乔纳森·泰勒·托马斯,马修·布罗德里克,杰瑞米·艾恩斯",狮子王 The Lion King,动物版《哈姆雷特》。,"艾琳·梅琪,乔纳森·罗伯特 ,琳达·伍尔芙顿","罗杰·阿勒斯,罗伯·明可夫",http://www.imdb.com/title/tt0110357,1994,"剧情,动画,歌舞,家庭,冒险"
8.9,"朱莉·安德鲁斯,克里斯托弗·普卢默,埃琳诺·帕克",音乐之声 The Sound of Music,用音乐化解仇恨，让歌声串起美好。,恩斯特·莱赫曼,罗伯特·怀斯,http://www.imdb.com/title/tt0059742,1965,"剧情,爱情,歌舞,家庭,传记"
9.0,"艾德里安·布洛迪,托马斯·克莱舒曼,艾米莉娅·福克斯",钢琴家 The Pianist,音乐能化解仇恨。,罗纳德·哈伍德,罗曼·波兰斯基,http://www.imdb.com/title/tt0253474,2002,"剧情,传记,历史,战争"
8.8,"克里斯蒂安·贝尔,休·杰克曼,迈克尔·凯恩",致命魔术 The Prestige,孪生蝙蝠侠大战克隆金刚狼。,"乔纳森·诺兰,克里斯托弗·诺兰,克里斯托弗·普瑞丝特",克里斯托弗·诺兰,http://www.imdb.com/title/tt0482571,2006,"剧情,悬疑,惊悚"
9.1,"罗伯特·德尼罗,詹姆斯·伍兹,詹妮弗·康纳利",美国往事 Once Upon a Time in America,往事如烟，无处祭奠。,"皮耶罗·德·伯纳迪,Leonardo Benvenuti,Franco Arcalli,Enrico Medioli,弗兰科·费里尼,赛尔乔·莱翁内",赛尔乔·莱翁内,"http://www.onceuponatimeinamerica.net,http://www.imdb.com/title/tt0087843",1984,"剧情,犯罪"
8.9,"罗宾·威廉姆斯,罗伯特·肖恩·莱纳德,伊桑·霍克",死亡诗社 Dead Poets Society,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,汤姆·舒尔曼,彼得·威尔,http://www.imdb.com/title/tt0097165,1989,剧情
9.3,"John Chisholm,Mandy-Rae Cruikshank,Charles Hambleton",海豚湾 The Cove,海豚的微笑，是世界上最高明的伪装。,Mark Monroe,路易·西霍尤斯,"http://www.thecovemovie.com,http://www.imdb.com/title/tt1313104",2009,纪录片
8.9,"克里斯托弗·普卢默,约翰·拉岑贝格,爱德华·阿斯纳",飞屋环游记 Up,最后那些最无聊的事情，才是最值得怀念的。 ,"鲍勃·彼德森,彼特·道格特,托马斯·麦卡锡",彼特·道格特,http://www.imdb.com/title/tt1049413,2009,"剧情,喜剧,动画,奇幻,冒险"
8.9,"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮",怦然心动 Flipped,真正的幸福是来自内心深处。,"罗伯·莱纳,安德鲁·沙因曼,文德琳·范·德拉安南",罗伯·莱纳,http://www.imdb.com/title/tt0817177,2010,"剧情,喜剧,爱情"
9.0,"杰森·弗莱明,德克斯特·弗莱彻,尼克·莫兰","两杆大烟枪 Lock, Stock and Two Smoking Barrels",4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,盖·里奇,盖·里奇,http://www.imdb.com/title/tt0120735,1998,"剧情,喜剧,犯罪"
9.0,"田中真弓,鹫尾真知子,初井言荣",天空之城 天空の城ラピュタ,对天空的追逐，永不停止。 ,宫崎骏,宫崎骏,http://www.imdb.com/title/tt0092067,1986,"动画,奇幻,冒险"
9.3,"亨利·方达,马丁·鲍尔萨姆,约翰·菲尔德",十二怒汉 12 Angry Men,1957年的理想主义。 ,雷金纳德·罗斯,西德尼·吕美特,http://www.imdb.com/title/tt0050083,1957,剧情
9.1,"姜文,香川照之,袁丁",鬼子来了,对敌人的仁慈，就是对自己残忍。,"姜文,史建全,述平,尤凤伟",姜文,http://www.imdb.com/title/tt0245929,2000,"剧情,战争"
9.1,"乌尔里希·穆埃,马蒂娜·戈黛特,塞巴斯蒂安·科赫",窃听风暴 Das Leben der Anderen,别样人生。,弗洛里安·亨克尔·冯·多纳斯马,弗洛里安·亨克尔·冯·多纳斯马,http://www.imdb.com/title/tt0405094,2006,"剧情,悬疑"
9.0,"杰克·尼科尔森,丹尼·德维托,克里斯托弗·洛伊德",飞越疯人院 One Flew Over the Cuckoo's Nest,自由万岁。,"劳伦斯·奥邦,博·古德曼",米洛斯·福尔曼,http://www.imdb.com/title/tt0073486,1975,剧情
8.8,"娜塔莉·波特曼,雨果·维文,鲁珀特·格雷夫斯",V字仇杀队 V for Vendetta,一张面具背后的理想与革命。,"莉莉·沃卓斯基,拉娜·沃卓斯基",詹姆斯·麦克特格,http://www.imdb.com/title/tt0434409,2005,"剧情,动作,科幻,惊悚"
8.9,"刘德华,梁朝伟,黄秋生",无间道 無間道,香港电影史上永不过时的杰作。,"麦兆辉,庄文强","刘伟强,麦兆辉",http://www.imdb.com/title/tt0338564,2002,"悬疑,惊悚,犯罪"
9.0,"苏拉·沙玛,拉菲·斯波,伊尔凡·可汗",少年派的奇幻漂流 Life of Pi,瑰丽壮观、无人能及的冒险之旅。,"扬·马特尔,大卫·麦基",李安,"http://www.lifeofpimovie.com,http://www.imdb.com/title/tt0454876,https://site.douban.com/foxmovies/",2012,"剧情,奇幻,冒险"
8.8,"梅尔·吉布森,苏菲·玛索,布莱恩·考克斯",勇敢的心 Braveheart,史诗大片的典范。,兰道尔·华莱士,梅尔·吉布森,http://www.imdb.com/title/tt0112573,1995,"剧情,动作,传记,历史,战争"
8.9,"周星驰,吴孟达,罗家英",大话西游之月光宝盒 西遊記第壹佰零壹回之月光寶盒,旷古烁今。,"刘镇伟,吴承恩",刘镇伟,http://www.imdb.com/title/tt0112778,1995,"喜剧,动作,爱情,奇幻,冒险,古装"
8.7,"约翰尼·德普,薇诺娜·瑞德,黛安·韦斯特",剪刀手爱德华 Edward Scissorhands,浪漫忧郁的成人童话。,"卡罗琳·汤普森,蒂姆·波顿",蒂姆·波顿,http://www.imdb.com/title/tt0099487,1990,"剧情,爱情,奇幻"
8.9,"克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特",蝙蝠侠：黑暗骑士 The Dark Knight,无尽的黑暗。,"乔纳森·诺兰,克里斯托弗·诺兰",克里斯托弗·诺兰,"http://thedarkknight.warnerbros.com,http://www.imdb.com/title/tt0468569",2008,"剧情,动作,科幻,惊悚,犯罪"
